采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
299,10.49,128,0.36,0.37,0.37,11.3,11.4,11.4,10.69,-2.7,0.09,0.06,0.5,208.1,5.3,193,1,1,319,686,380,-3,396,10.84,491.4,340,29.6,30.2,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
300,10.54,200,0.36,0.37,0.37,11.4,11.1,11.3,10.71,-3.3,-0.07,0.03,0.5,208.4,6.3,193,1,1,318,686,379,-2,399,10.87,491.8,340,29.6,30.3,0,3.0,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,530,5.2,0,0,0,1,0
301,10.54,272,0.36,0.37,0.37,11.6,11.0,11.3,10.78,-3.8,0.05,0.02,0.5,208.3,5.3,193,1,1,316,686,377,-2,395,10.82,491.7,342,29.0,29.7,0,3.0,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,520,5.3,0,0,0,1,0
302,10.54,344,0.36,0.37,0.37,11.4,10.8,11.3,10.81,-3.3,0.0,0.06,0.5,208.3,6.0,193,1,1,320,686,381,-2,397,10.82,495.4,342,29.6,30.2,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.9,58.1,58.7,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,520,5.3,0,0,0,1,0
303,10.54,56,0.36,0.37,0.37,11.1,11.0,11.3,10.64,-3.5,0.0,0.04,0.5,208.3,4.9,193,1,1,322,686,383,-1,399,10.85,494.1,341,29.1,29.9,0,3.0,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,520,5.3,0,0,0,1,0
304,10.32,128,0.36,0.37,0.37,11.2,11.3,11.3,10.7,-3.5,0.02,0.01,0.5,208.4,6.1,193,1,1,316,686,377,-1,399,10.86,493.1,337,29.2,29.9,0,3.0,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,33,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
305,10.48,200,0.36,0.37,0.37,11.4,11.3,11.4,10.67,-4.5,0.02,0.09,0.5,208.0,5.1,193,1,1,312,686,372,-2,395,10.83,489.2,339,29.4,30.2,0,3.0,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
306,10.57,272,0.36,0.37,0.37,11.4,11.1,11.3,10.8,-5.9,0.0,0.0,0.5,208.6,6.4,193,1,1,319,686,380,-2,398,10.84,491.9,342,28.8,29.6,0,2.9,0,1799.9,0,16.43,11.8,34.9,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,52,530,5.2,0,0,0,1,0
307,10.56,344,0.36,0.37,0.37,11.6,10.9,11.2,10.77,-8.7,0.02,0.05,0.5,208.1,5.9,193,1,1,322,686,384,-1,403,10.86,494.7,344,28.9,29.7,0,3.0,0,1799.9,0,16.43,11.8,34.9,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.89,53,530,5.3,0,0,0,1,0
308,10.54,56,0.36,0.37,0.37,11.3,10.8,11.2,10.75,-10.8,0.02,0.06,0.5,208.0,6.1,194,1,1,322,686,383,-1,406,10.87,497.6,344,29.4,30.1,0,2.9,0,1799.9,0,16.43,11.8,34.9,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,34,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.89,54,520,5.3,0,0,0,1,0
309,10.51,128,0.36,0.37,0.37,11.1,11.2,11.3,10.68,-8.6,-0.05,0.02,0.5,208.2,6.3,194,1,1,319,686,380,-1,397,10.83,496.7,342,28.8,29.7,0,3.0,0,1799.9,0,16.43,11.8,34.9,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.7,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,520,5.3,0,0,0,1,0
310,10.27,200,0.36,0.37,0.37,11.2,11.3,11.3,10.69,-6.5,0.09,0.04,0.5,208.4,6.0,193,1,1,318,686,379,-2,394,10.8,495.1,341,28.7,29.7,0,2.9,0,1799.9,0,16.43,11.8,34.9,33.7,37.8,35.8,38.0,36.0,31.5,31.9,58.1,58.7,34,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
311,10.52,272,0.36,0.37,0.37,11.3,11.3,11.4,10.73,-3.4,-0.06,0.08,0.5,208.1,5.8,193,1,1,318,686,380,0,396,10.83,492.2,339,29.0,29.8,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.9,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.89,53,520,5.2,0,0,0,1,0
312,10.51,352,0.36,0.37,0.37,11.5,11.1,11.2,10.8,-0.3,0.05,-0.02,0.5,208.0,5.6,192,1,1,318,686,379,-3,393,10.8,491.0,342,29.2,29.9,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.89,52,530,5.2,0,0,0,1,0
313,10.55,56,0.36,0.37,0.37,11.6,10.8,11.2,10.76,-1.4,-0.01,0.08,0.5,208.2,6.0,192,1,1,322,686,384,3,403,10.84,494.4,342,28.8,29.5,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,530,5.3,0,0,0,1,0
314,10.51,128,0.36,0.37,0.37,11.2,10.9,11.3,10.72,-1.6,0.01,0.04,0.5,208.6,5.7,192,1,1,319,686,380,1,400,10.84,494.6,343,29.3,30.0,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
315,10.46,200,0.36,0.37,0.37,11.1,11.3,11.2,10.68,-1.6,-0.03,0.01,0.5,208.2,6.1,192,1,1,315,686,375,1,393,10.8,495.7,340,28.8,29.5,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,32,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
316,10.46,272,0.36,0.37,0.37,11.3,11.4,11.3,10.64,-3.8,0.07,0.06,0.5,207.9,5.0,192,1,1,314,686,374,2,388,10.78,489.5,336,28.7,29.5,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
317,10.51,344,0.36,0.37,0.37,11.4,11.1,11.3,10.68,-6.9,-0.07,0.04,0.5,208.5,5.9,193,1,1,314,686,374,1,392,10.83,487.1,335,29.0,29.9,0,2.9,0,1799.9,0,16.43,11.8,35.0,33.7,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
318,10.33,56,0.36,0.37,0.37,11.5,11.1,11.3,10.76,-7.3,0.07,-0.01,0.5,207.7,5.8,193,1,1,312,686,372,0,394,10.83,484.4,337,28.7,29.4,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.2,0,0,0,1,0
319,10.53,128,0.36,0.37,0.37,11.5,10.8,11.2,10.81,-11.1,-0.01,0.08,0.5,208.3,6.4,194,1,1,315,686,376,1,394,10.82,488.9,339,29.2,30.0,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
320,10.5,200,0.36,0.37,0.37,11.1,11.1,11.3,10.73,-9.9,0.0,0.04,0.5,208.3,5.4,194,1,1,314,685,374,2,391,10.82,489.1,340,28.8,29.6,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.3,31.8,58.1,58.6,34,40,19.1,22.9,31,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
321,10.47,272,0.36,0.37,0.37,11.1,11.3,11.3,10.67,-8.4,0.03,0.01,0.5,208.4,6.0,194,1,1,321,686,382,1,399,10.83,492.9,340,29.0,29.7,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
322,10.5,344,0.36,0.37,0.37,11.4,11.4,11.4,10.67,-7.3,0.0,0.11,0.5,207.9,4.7,193,1,1,317,686,378,0,397,10.82,491.0,339,28.9,29.9,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
323,10.53,56,0.36,0.37,0.37,11.4,11.1,11.3,10.75,-8.8,-0.02,0.0,0.5,208.6,6.3,194,1,1,315,686,376,1,395,10.83,489.9,339,28.6,29.5,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.8,35.8,38.0,36.0,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
324,10.35,128,0.36,0.37,0.37,11.6,10.9,11.3,10.81,-7.0,0.02,0.05,0.5,208.1,5.5,193,1,1,315,686,375,1,394,10.83,489.7,339,28.9,29.7,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.6,31.8,58.1,58.6,34,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.2,0,0,0,1,0
325,10.55,200,0.36,0.37,0.37,11.3,10.8,11.3,10.74,-7.7,0.0,0.08,0.5,208.1,6.4,194,1,1,322,686,384,0,396,10.86,489.5,341,28.8,29.5,0,3.0,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
326,10.53,272,0.36,0.37,0.37,11.1,11.1,11.3,10.79,-6.3,-0.03,0.02,0.5,208.4,5.8,193,1,1,320,686,381,1,404,10.85,494.2,343,29.2,29.9,0,3.0,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
327,10.5,344,0.36,0.37,0.37,11.2,11.4,11.3,10.71,-7.8,0.07,0.04,0.5,208.1,6.4,194,1,1,319,686,380,-2,401,10.85,494.4,342,29.0,29.8,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
328,10.36,56,0.36,0.37,0.37,11.4,11.3,11.4,10.75,-6.3,-0.07,0.1,0.5,208.2,5.8,193,1,1,314,686,374,2,392,10.85,493.5,337,28.5,29.3,0,3.0,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
329,10.55,128,0.36,0.37,0.37,11.5,11.1,11.3,10.79,-6.6,0.04,-0.02,0.5,208.1,6.5,193,1,1,320,686,381,1,395,10.87,488.3,339,28.6,29.4,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
330,10.58,200,0.36,0.37,0.37,11.6,10.8,11.3,10.81,-6.3,0.0,0.06,0.5,208.0,6.1,193,1,1,323,685,385,-2,406,10.86,492.8,343,28.6,29.3,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.2,0,0,0,1,0
331,10.56,272,0.36,0.37,0.37,11.3,10.9,11.3,10.79,-4.3,0.01,0.06,0.5,208.2,5.9,193,1,1,318,685,378,0,399,10.85,493.8,342,28.9,29.7,0,2.9,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
332,10.36,344,0.36,0.37,0.37,11.1,11.2,11.3,10.73,-9.6,-0.04,0.0,0.5,208.1,6.2,194,1,1,321,686,382,0,401,10.86,496.8,343,28.9,29.7,0,3.0,0,1817.5,0,16.46,11.8,35.0,33.6,37.7,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
333,10.52,56,0.36,0.37,0.37,11.3,11.4,11.3,10.66,-8.9,0.09,0.04,0.5,207.8,5.6,194,1,1,322,686,384,1,400,10.87,494.1,341,28.5,29.2,0,3.0,0,1817.5,0,16.46,11.8,35.1,33.6,37.7,35.8,38.0,36.0,31.3,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
334,10.56,120,0.36,0.37,0.37,11.4,11.1,11.3,10.77,-7.7,-0.09,0.08,0.5,208.3,6.3,194,1,1,322,686,384,0,404,10.87,494.4,343,28.7,29.3,0,3.0,0,1817.5,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.3,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
335,10.56,192,0.36,0.37,0.37,11.6,11.0,11.3,10.82,-7.2,0.07,-0.03,0.5,208.1,6.0,194,1,1,319,686,380,-1,399,10.85,495.2,343,28.6,29.2,0,3.0,0,1817.5,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.3,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.2,0,0,0,1,0
336,10.57,264,0.36,0.37,0.37,11.5,10.8,11.3,10.79,-6.8,-0.02,0.08,0.5,208.1,6.7,194,1,1,324,686,386,2,405,10.86,497.4,347,28.9,29.3,0,3.0,0,1817.5,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,52,520,5.2,0,0,0,1,0
337,10.55,336,0.36,0.37,0.37,11.2,11.0,11.3,10.68,-5.7,0.01,0.04,0.5,208.4,5.3,193,1,1,326,686,388,2,408,10.87,500.4,346,28.6,29.1,0,3.0,0,1821.6,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
338,10.51,48,0.36,0.37,0.37,11.1,11.3,11.3,10.72,-5.3,0.0,-0.02,0.5,208.4,6.0,193,1,1,322,686,384,2,406,10.88,500.0,345,29.1,29.6,0,3.0,0,1821.6,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.5,31.8,58.1,58.6,34,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
339,10.52,120,0.36,0.37,0.37,11.4,11.4,11.3,10.69,-4.9,0.04,0.11,0.5,207.8,5.3,193,1,1,319,686,380,-3,399,10.83,497.8,341,29.0,29.5,0,2.9,0,1821.6,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.4,31.8,58.1,58.6,34,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
340,10.35,192,0.36,0.37,0.37,11.4,11.1,11.3,10.8,-6.1,-0.05,0.02,0.5,208.6,6.6,193,1,1,319,686,380,-2,394,10.83,493.9,340,28.7,28.9,0,2.9,0,1821.6,0,16.46,11.8,35.1,33.6,37.7,35.8,37.9,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,41,44,42,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
341,10.56,264,0.36,0.37,0.37,11.6,10.9,11.3,10.78,-11.5,0.06,0.01,0.5,208.3,5.6,194,1,1,322,686,384,0,399,10.84,493.6,342,28.7,29.2,0,3.0,0,1821.6,0,16.46,11.8,35.1,33.6,37.7,35.8,38.0,36.0,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.92,44.94,44.88,53,530,5.2,0,0,0,1,0
342,10.57,336,0.36,0.37,0.37,11.5,10.8,11.3,10.78,-13.3,0.0,0.09,0.5,208.2,6.4,195,1,1,322,686,384,0,402,10.86,494.8,342,28.9,29.3,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.7,35.7,38.0,36.0,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,31,33,0.5,26,26,25,40,44,41,40,40,41,44.92,44.94,44.88,53,530,5.2,0,0,0,1,0
343,10.5,48,0.36,0.37,0.37,11.1,11.1,11.3,10.67,-15.7,-0.04,0.02,0.5,208.4,6.8,195,1,1,318,686,380,0,396,10.83,495.5,343,28.7,29.0,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.7,35.7,38.0,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.92,44.94,44.88,54,530,5.2,0,0,0,1,0
344,10.49,120,0.36,0.37,0.37,11.1,11.3,11.3,10.67,-16.2,0.07,0.02,0.5,208.3,6.3,196,1,1,318,686,379,1,394,10.82,494.3,338,29.2,29.6,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.5,31.8,58.1,58.6,32,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
345,10.55,192,0.36,0.37,0.37,11.4,11.3,11.3,10.61,-16.4,-0.06,0.11,0.5,208.2,6.7,196,1,1,319,686,380,1,396,10.85,489.5,339,29.0,29.2,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
346,10.35,264,0.36,0.37,0.37,11.5,11.1,11.3,10.79,-15.3,0.02,-0.01,0.5,208.2,6.0,196,1,1,318,686,379,-1,403,10.87,491.9,342,29.2,29.7,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.6,31.8,58.1,58.6,32,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
347,10.55,344,0.36,0.37,0.37,11.6,10.8,11.2,10.81,-16.0,0.0,0.06,0.5,208.2,5.8,196,1,1,322,686,383,1,403,10.83,494.9,343,29.0,29.4,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.5,31.8,58.1,58.6,34,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
348,10.55,56,0.36,0.37,0.37,11.3,10.9,11.2,10.73,-15.2,0.02,0.08,0.5,208.0,5.5,196,1,1,317,686,378,-3,404,10.86,495.7,340,28.8,29.3,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.5,31.8,58.1,58.6,34,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
349,10.5,128,0.36,0.37,0.37,11.1,11.1,11.2,10.67,-12.4,-0.04,0.0,0.5,207.9,6.0,196,1,1,315,686,376,0,396,10.81,492.9,341,29.2,29.6,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,38.0,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,31,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
350,10.44,200,0.36,0.37,0.37,11.2,11.4,11.3,10.61,-10.4,0.08,0.06,0.5,207.9,5.7,196,1,1,318,686,379,-2,397,10.79,494.6,342,28.8,29.2,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.7,35.7,37.9,35.9,31.3,31.8,58.1,58.6,34,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
351,10.52,272,0.36,0.37,0.37,11.4,11.1,11.3,10.7,-9.2,-0.07,0.06,0.5,208.4,5.9,196,1,1,318,686,378,2,398,10.84,491.2,337,28.7,29.3,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.7,35.7,37.9,35.9,31.3,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
352,10.5,344,0.36,0.37,0.37,11.5,11.0,11.2,10.72,-8.7,0.06,-0.02,0.5,207.9,5.5,196,1,1,317,686,378,1,397,10.81,488.9,339,29.1,29.6,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.7,35.7,37.9,35.9,31.3,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
353,10.49,48,0.36,0.37,0.37,11.5,10.8,11.2,10.75,-8.4,-0.02,0.08,0.5,208.1,5.9,195,1,1,312,686,372,0,391,10.79,490.0,339,29.5,29.7,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,37.9,35.9,31.4,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
354,10.48,120,0.36,0.37,0.37,11.2,10.9,11.3,10.69,-9.2,0.0,0.04,0.5,208.3,5.3,196,1,1,318,686,379,-1,395,10.79,491.2,340,29.3,29.7,0,2.9,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,37.9,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
355,10.42,192,0.36,0.37,0.37,11.1,11.3,11.3,10.76,-10.2,0.0,-0.03,0.5,208.2,6.2,196,1,1,315,686,376,0,394,10.8,490.5,338,29.4,29.6,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,37.9,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
356,10.43,264,0.36,0.37,0.37,11.3,11.4,11.3,10.56,-10.0,0.05,0.1,0.5,207.9,4.9,196,1,1,312,685,376,-2,394,10.77,488.4,336,29.0,29.3,0,3.0,0,1821.6,0,16.46,11.8,35.0,33.6,37.6,35.7,37.9,35.9,31.5,31.8,58.1,58.6,33,40,19.1,22.9,32,32,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
