采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
295,8.52,216.0,0.32,0.34,0.32,11.0,10.9,10.8,0.0,-0.4,0.07,0.11,0.7,204.7,4.6,254.0,1.0,3.0,155.0,696.0,188.0,-3.0,200.0,8.53,313.8,215.0,28.5,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
296,8.48,288.0,0.32,0.34,0.32,11.4,10.9,10.6,0.01,-0.2,0.02,0.07,0.7,204.6,4.1,254.0,1.0,3.0,156.0,697.0,189.0,-3.0,200.0,8.53,314.8,221.0,28.6,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
297,8.41,0.0,0.32,0.34,0.32,11.4,10.8,10.5,0.0,0.7,0.02,0.05,0.7,204.6,4.4,254.0,1.0,3.0,157.0,696.0,190.0,-1.0,201.0,8.53,320.6,221.0,28.6,23.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
298,8.37,72.0,0.32,0.34,0.32,11.2,11.3,10.6,0.0,1.1,0.03,0.12,0.7,204.7,4.3,254.0,1.0,3.0,155.0,696.0,188.0,-1.0,197.0,8.5,320.6,219.0,28.5,23.1,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
299,8.32,144.0,0.32,0.34,0.32,10.8,11.6,10.8,0.0,-0.2,0.01,0.05,0.7,204.8,4.1,254.0,1.0,3.0,153.0,696.0,186.0,-1.0,193.0,8.48,318.2,214.0,28.6,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
300,8.27,216.0,0.32,0.34,0.32,10.8,11.2,11.1,0.0,-2.9,0.05,0.07,0.7,204.4,4.5,254.0,1.0,3.0,155.0,697.0,188.0,-1.0,193.0,8.48,313.1,215.0,28.7,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
301,8.3,288.0,0.32,0.34,0.32,10.7,10.8,11.0,0.0,-1.4,0.02,0.1,0.7,204.8,4.0,254.0,1.0,3.0,154.0,696.0,187.0,-2.0,198.0,8.47,312.7,214.0,28.7,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
302,8.3,0.0,0.32,0.34,0.32,10.8,10.9,10.8,0.0,-2.3,0.02,0.05,0.7,204.8,4.4,254.0,1.0,3.0,156.0,696.0,189.0,-4.0,199.0,8.5,311.6,214.0,28.5,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
303,8.44,72.0,0.32,0.34,0.32,11.4,10.9,10.7,0.0,-0.6,0.03,0.07,0.7,204.9,4.2,254.0,1.0,3.0,155.0,695.0,188.0,-3.0,198.0,8.51,311.5,217.0,28.8,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.5,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
304,8.44,144.0,0.32,0.34,0.32,11.5,10.8,10.6,0.0,0.3,0.05,0.09,0.7,204.9,4.1,254.0,1.0,3.0,156.0,696.0,189.0,0.0,203.0,8.48,316.5,221.0,28.5,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
305,8.32,216.0,0.32,0.34,0.32,11.2,11.1,10.5,0.0,-0.7,0.01,0.07,0.7,204.6,4.4,254.0,1.0,3.0,154.0,696.0,187.0,-2.0,199.0,8.47,319.1,219.0,28.7,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.5,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
306,8.32,288.0,0.32,0.34,0.32,10.8,11.6,10.7,0.0,1.1,0.05,0.07,0.7,204.7,3.9,254.0,1.0,3.0,152.0,695.0,184.0,-2.0,193.0,8.49,317.3,214.0,28.7,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.5,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
307,8.32,0.0,0.32,0.34,0.32,10.8,11.4,11.0,0.0,4.9,0.03,0.08,0.7,204.9,4.5,253.0,1.0,3.0,150.0,696.0,181.0,-1.0,190.0,8.45,312.5,213.0,28.7,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.5,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
308,8.26,72.0,0.32,0.34,0.32,10.7,10.8,11.1,0.0,5.1,0.01,0.07,0.7,204.7,4.2,253.0,1.0,3.0,151.0,695.0,183.0,1.0,189.0,8.43,311.2,213.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.5,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
309,8.3,144.0,0.32,0.34,0.32,10.8,10.8,10.9,0.0,1.8,0.07,0.07,0.7,205.0,4.4,253.0,1.0,3.0,154.0,696.0,186.0,0.0,189.0,8.45,310.3,212.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
310,8.39,216.0,0.32,0.34,0.32,11.1,10.9,10.8,0.0,1.6,0.0,0.09,0.7,204.8,4.7,253.0,1.0,3.0,154.0,696.0,187.0,-1.0,190.0,8.44,309.2,213.0,28.8,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
311,8.43,288.0,0.32,0.34,0.32,11.6,10.8,10.6,0.0,-7.4,0.04,0.05,0.7,204.6,4.3,255.0,1.0,3.0,158.0,697.0,192.0,0.0,200.0,8.44,312.6,220.0,28.8,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
312,8.27,352.0,0.32,0.34,0.32,11.4,10.9,10.5,0.0,-7.9,0.05,0.09,0.7,205.0,4.8,255.0,1.0,3.0,158.0,696.0,192.0,-2.0,205.0,8.45,317.2,218.0,28.7,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
313,8.3,64.0,0.32,0.34,0.32,10.9,11.4,10.6,0.0,-5.8,0.0,0.08,0.7,204.8,4.3,255.0,1.0,3.0,156.0,697.0,189.0,-3.0,199.0,8.47,315.8,214.0,28.6,23.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
314,8.27,136.0,0.32,0.34,0.32,10.8,11.5,10.8,0.0,-2.5,0.05,0.05,0.7,204.7,4.2,255.0,1.0,3.0,150.0,696.0,182.0,-2.0,198.0,8.47,312.1,212.0,29.1,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,3.9,0.0,0.0,0.0,1.0,0.0
315,8.33,208.0,0.32,0.34,0.32,10.7,10.9,11.1,0.0,-0.8,0.01,0.11,0.7,204.9,4.3,255.0,1.0,3.0,148.0,696.0,179.0,-2.0,192.0,8.44,309.3,212.0,28.8,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
316,8.22,280.0,0.32,0.34,0.32,10.8,10.8,11.0,0.0,-1.5,0.02,0.07,0.7,204.7,3.6,255.0,1.0,3.0,150.0,696.0,182.0,1.0,192.0,8.47,309.7,212.0,28.8,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
317,8.44,352.0,0.32,0.34,0.32,11.0,10.9,10.8,0.0,-2.0,0.05,0.07,0.7,204.6,4.2,255.0,1.0,3.0,148.0,696.0,180.0,2.0,188.0,8.46,308.1,211.0,28.7,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.03,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
318,8.43,64.0,0.32,0.34,0.32,11.4,10.8,10.6,0.0,-1.8,0.02,0.09,0.7,204.9,3.8,255.0,1.0,3.0,151.0,697.0,184.0,-3.0,192.0,8.43,309.6,219.0,29.1,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.03,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
319,8.34,136.0,0.32,0.34,0.32,11.4,10.8,10.5,0.0,-1.3,0.05,0.07,0.7,204.6,4.4,255.0,1.0,3.0,155.0,697.0,188.0,-3.0,194.0,8.42,316.8,219.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,17.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
320,8.31,208.0,0.32,0.34,0.32,11.1,11.3,10.5,0.0,0.2,0.03,0.07,0.7,204.7,4.4,255.0,1.0,3.0,154.0,696.0,187.0,-4.0,195.0,8.41,317.5,217.0,29.0,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
321,8.25,280.0,0.32,0.34,0.32,10.8,11.6,10.8,0.0,-2.7,0.03,0.09,0.7,204.5,4.6,255.0,1.0,3.0,153.0,697.0,186.0,-4.0,193.0,8.42,315.1,212.0,28.8,23.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,14.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
322,8.2,352.0,0.32,0.34,0.32,10.8,11.2,11.1,0.0,-4.0,0.03,0.08,0.7,204.6,4.6,255.0,1.0,3.0,153.0,696.0,185.0,-1.0,193.0,8.4,310.5,211.0,28.8,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
323,8.26,64.0,0.32,0.34,0.32,10.8,10.8,11.0,0.0,-3.2,0.03,0.07,0.7,204.9,4.0,255.0,1.0,3.0,152.0,696.0,185.0,0.0,194.0,8.41,307.5,210.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
324,8.22,136.0,0.32,0.34,0.32,10.9,10.8,10.8,0.0,-3.1,0.03,0.1,0.7,204.8,4.6,255.0,1.0,3.0,151.0,697.0,185.0,0.0,192.0,8.45,306.2,209.0,28.8,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
325,8.43,208.0,0.32,0.34,0.32,11.3,10.8,10.8,0.0,-3.5,0.03,0.07,0.7,204.5,4.3,255.0,1.0,3.0,154.0,696.0,186.0,2.0,196.0,8.47,306.3,215.0,28.8,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
326,8.39,280.0,0.32,0.34,0.32,11.5,10.8,10.5,0.0,-6.2,0.03,0.07,0.7,204.7,5.2,256.0,1.0,3.0,154.0,696.0,187.0,-4.0,202.0,8.44,312.8,218.0,29.1,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,14.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
327,8.35,352.0,0.32,0.34,0.32,11.3,11.0,10.5,0.0,-8.5,0.03,0.11,0.7,204.7,4.8,256.0,1.0,3.0,151.0,696.0,183.0,-4.0,196.0,8.43,315.1,217.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,33.0,24.0,24.0,26.0,44.99,44.85,45.03,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
328,8.33,64.0,0.32,0.34,0.32,10.8,11.6,10.6,0.0,-7.5,0.03,0.07,0.7,204.6,4.1,256.0,1.0,3.0,152.0,697.0,184.0,2.0,193.0,8.44,314.6,214.0,28.9,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,33.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
329,8.22,136.0,0.32,0.34,0.32,10.8,11.3,10.9,0.03,-6.5,0.03,0.07,0.7,204.9,4.2,257.0,1.0,3.0,147.0,695.0,178.0,-3.0,187.0,8.44,310.7,211.0,29.0,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
330,8.23,216.0,0.32,0.34,0.32,10.8,10.8,11.0,0.0,-6.0,0.03,0.1,0.7,204.7,4.0,257.0,1.0,3.0,154.0,696.0,186.0,-1.0,194.0,8.4,308.3,211.0,28.8,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
331,8.2,280.0,0.32,0.34,0.32,10.8,10.8,10.8,0.0,-8.0,0.06,0.07,0.7,204.6,4.4,257.0,1.0,3.0,152.0,696.0,185.0,0.0,195.0,8.43,306.9,210.0,29.0,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
332,8.37,352.0,0.32,0.34,0.32,11.2,10.8,10.7,0.0,-8.8,-0.02,0.08,0.7,204.4,4.3,257.0,1.0,3.0,152.0,696.0,184.0,-2.0,195.0,8.45,305.3,212.0,28.8,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
333,8.36,64.0,0.32,0.34,0.32,11.4,10.8,10.6,0.0,-7.3,0.05,0.08,0.7,204.6,3.7,257.0,1.0,3.0,153.0,695.0,185.0,-3.0,200.0,8.45,309.7,217.0,29.2,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
334,8.36,136.0,0.32,0.34,0.32,11.3,10.9,10.5,0.0,-6.9,0.03,0.07,0.7,204.8,4.0,257.0,1.0,3.0,149.0,697.0,181.0,-2.0,196.0,8.4,313.1,216.0,29.0,23.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
335,8.23,208.0,0.32,0.34,0.32,10.9,11.4,10.6,0.0,-5.4,0.03,0.08,0.7,204.7,3.7,257.0,1.0,3.0,150.0,695.0,181.0,-3.0,195.0,8.4,314.8,215.0,28.8,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,33.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
336,8.23,280.0,0.32,0.34,0.32,10.7,11.6,10.8,0.0,-4.4,0.07,0.07,0.7,204.8,3.7,257.0,1.0,3.0,144.0,696.0,175.0,-4.0,187.0,8.41,310.5,209.0,29.0,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,32.0,34.0,33.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
337,8.25,352.0,0.32,0.34,0.32,10.7,10.9,11.1,0.0,-2.8,-0.03,0.05,0.7,204.8,4.0,257.0,1.0,3.0,147.0,697.0,178.0,2.0,186.0,8.42,306.5,210.0,28.9,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
338,8.21,64.0,0.32,0.34,0.32,10.8,10.8,10.9,0.0,-0.9,0.08,0.09,0.7,204.7,3.4,257.0,1.0,3.0,145.0,696.0,176.0,1.0,185.0,8.4,305.2,209.0,29.1,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.6,15.7,18.1,15.7,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.03,40.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
